text,label,template_id
YOUR UBER CODE: 9865,OTP,Hard_8
Cheque  no. 237865851910 for Rs.16648 has been cleared from A/c XX2657. -HDFC Bank,Bank,Bank_8
Out for delivery: Ur Myntra package OD5139346810 will arrive today by 3 PM. -BlueDart,Delivery,Delivery_1
Confirmation code 514639 for Kotak. Keep it private.,OTP,OTP_11
Hungry? Get 40% off up to Rs.1998 on your next 3 orders. Code: EAT14. -Zomato,Promo,Promo_12
ENTER 948116 TO VERIFY YOUR MOBILE NUMBER FOR NETFLIX.,OTP,OTP_10
otp: 571868 for txn of rs.41145 at hotstar. do not share. -hdfc bank,OTP,OTP_2
Your return pickup for order OD9240290271 is scheduled on 06 Jul. Keep the item ready. -Meesho,Delivery,Delivery_7
Your  account statement for August is available. Download from the SBI app.,Bank,Bank_16
Your ICICI Bank debit card XX5940 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
Delivery attempt failed for order OD1039630811 We will retry tomorrow -Delhivery,Delivery,Delivery_5
Use 867112 to complete your BigBasket registration. Valid till 15 mins.,OTP,OTP_4
Auto-pay of Rs.42582 to Jackson is scheduled on 12-04-26 from A/c XX3005 Ensure sufficient balance,Bank,Bank_13
Jack from XpressBees is arriving with your package. Contact: 01935822885,Delivery,Delivery_6
KYC update pending for A/c XX3156 Please visit your nearest Axis Bank branch by 25-01-26 to avoid restrictions,Bank,Bank_12
  <#> 285017 is your SBI code. Valid 5 min. hA8sk2Lqp3,OTP,OTP_13
Your  SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/VUEMio,Spam,Hard_13
Weekend special at Swiggy! Min 20% off on everything Don't miss out: bitly/rmwkbW,Promo,Promo_6
"Bro  send me Rs.480 on gpay, will return by 01 Jul",Personal,Hard_5
  Items in your order history are back in stock at Myntra. Prices start Rs.501.,Promo,Promo_23
LOVED YOUR RECENT MEESHO ORDER? REORDER IN 1 TAP AND GET 70% OFF TODAY.,Promo,Promo_22
Weekend special at Meesho! Min 40% off on everything. Don't miss out: bit.ly/NZTZSe,Promo,Promo_6
Zomato: Free delivery all weekend! Order your favourites now.,Promo,Promo_13
otp: 442081 for txn of rs.39485 at bob. do not share. -pnb,OTP,OTP_2
Recharge with Rs.692 & get 10% extra talktime. Offer valid today only!,Promo,Promo_5
Coupon 9734 gives you free delivery on orders above Rs.226. -Flipkart,Promo,Hard_1
MEGA  SALE! Get 40% OFF on all products at Myntra. Shop now: bit.ly/MqEQbV T&C apply.,Promo,Promo_0
OTP  for delivery of order OD7434598584 is 5315. Share only with the delivery agent. -Ekart,Delivery,Delivery_9
OTP-based  login was enabled for your A/c XX8237. Call PNB if this wasn't you.,Bank,Hard_2
Your SIM will be deactivated in 24hrs Verify Aadhaar: bitly/FGNHuq,Spam,Hard_13
Order OD9297360948 packed and ready! Expected dispatch by 04 Jul -Zomato,Delivery,Delivery_8
KYC update pending for A/c XX2984 Please visit your nearest Kotak branch by 06-02-26 to avoid restrictions,Bank,Bank_12
Salary of INR 67992 credited to A/c XX5706. Avl Bal: INR 133576. -HDFC Bank,Bank,Bank_7
your one time password is 90801 for swiggy. please do not share it.,OTP,OTP_5
OTP: 980179 for txn of Rs.22080 at Uber. Do not share. -HDFC Bank,OTP,OTP_2
KYC  update pending for A/c XX8049. Please visit your nearest SBI branch by 06-05-26 to avoid restrictions.,Bank,Bank_12
DTDC: Shipment OD4752430326 reached ur city hub. Expected delivery: 02 Jul.,Delivery,Delivery_4
"Your  SBI health insurance renewal is due 06 Jul. Renew online, save 40% on premium.",Promo,Promo_24
Your  Meesho order OD3854361948 has been shipped via DTDC. Track: bit.ly/JuJrKM,Delivery,Delivery_0
Salary of Rs.10336 credited to A/c XX6009. Avl Bal: Rs.173231. -PNB,Bank,Bank_7
RS.313 CASHBACK CREDITED TO YOUR AMAZON PAY WALLET. USE ON YOUR NEXT ORDER.,Promo,Promo_21
Low balance alert: A/c XX5549 balance is Rs.346197. Maintain min balance to avoid charges.,Bank,Bank_10
  Your A/c XX8279 is debited with Rs.76168 on 10-05-26. Info: UPI-Abhiram. Bal: Rs.97005,Bank,Bank_2
  Weekend special at Meesho! Min 80% off on everything. Don't miss out: bit.ly/WfwqCn,Promo,Promo_6
Delivered! Your BigBasket order OD6929347989 was delivered on 03 Jul. Rate your experience: bit.ly/xKzwOl,Delivery,Delivery_2
303404 - use this code to sign in to bigbasket. never share it with anyone.,OTP,OTP_7
COUPON 2121 GIVES YOU FREE DELIVERY ON ORDERS ABOVE RS.465. -AMAZON,Promo,Hard_1
Your A/c XX8417 is debited with Rs.72795 on 06-05-26. Info: UPI-Ayaan. Bal: Rs.489006 STOP to opt out,Bank,Bank_2
Ekart: Shipment OD8938985719 reached your city hub Expected delivery: 01 Jul,Delivery,Delivery_4
Tap to verify: 583025. This code expires shortly.,OTP,Hard_9
Your order OD7042117793 from Zomato is arriving tomorrow. Keep Rs.466 ready for COD.,Delivery,Delivery_3
  Missed our shows? Come back to Prime Video at 50% off for 3 months. Resubscribe: bit.ly/Iwfzjm,Promo,Promo_19
"  Class shifted to room 4338, come fast",Personal,Hard_6
Pay Rs.511 on delivery for order OD804722925. -DTDC,Delivery,Hard_10
Zomato: Free delivery all weekend! Order your favourites now. -TM,Promo,Promo_13
Salary  of Rs.13321 credited to A/c XX1423. Avl Bal: Rs.67359. -Axis Bank,Bank,Bank_7
Weekend special at Myntra! Min 80% off on everything. Don't miss out: bit.ly/PBWcAq STOP to opt out,Promo,Promo_6
  26742 - use this code to sign in to Netflix. Never share it with anyone.,OTP,OTP_7
351639 IS YOUR GPAY SECURITY CODE. ANYONE ASKING FOR IT IS A SCAMMER.,OTP,OTP_9
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/ygcABP,Spam,Hard_13
Cheque no. 334579034324 for Rs.2993 has been cleared from A/c XX2372. -PNB STOP to opt out,Bank,Bank_8
Missed our shows? Come back to Prime Video at 50% off for 3 months. Resubscribe: bit.ly/wvbaSB,Promo,Promo_19
Your Vi pack expires tomorrow. Recharge with Rs.751 for 1GB/day + unlimited calls.,Promo,Promo_10
ALERT: Rs.25451 withdrawn from ATM using card XX5139 on 06-02-26. Bal: Rs.133492. -BOB,Bank,Bank_3
Ur one time password is 222707 for ICICI Bank. Please do not share it.,OTP,OTP_5
Your one time password is 651716 for PhonePe. Please do not share it.,OTP,OTP_5
<#> 604316 is your Zomato code. Valid 5 min. hA8sk2Lqp3,OTP,OTP_13
Flat Rs.226 cashback on your next order at Amazon. Use code SAVE21. Valid till 05 Jul.,Promo,Promo_2
G-144394 is ur Google verification code.,OTP,OTP_12
Out  for delivery: Your Swiggy package OD6848801317 will arrive today by 3 PM. -Ekart,Delivery,Delivery_1
Congratulations! You won Rs.1614521 in lucky draw. Claim: bit.ly/QJWohU,Spam,Hard_12
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/IWiUci,Spam,Hard_13
Salary of Rs.86911 credited to A/c XX9483 Avl Bal: Rs.274875 -BOB,Bank,Bank_7
Use 765497 to complete your IRCTC registration. Valid till 10 mins.,OTP,OTP_4
FLAT RS.184 CASHBACK ON YOUR NEXT ORDER AT ZOMATO. USE CODE SAVE81. VALID TILL 06 JUL.,Promo,Promo_2
Exclusive for you! Buy 1 Get 1 FREE at BigBasket. Limited period offer. Visit bit.ly/ZivwFD,Promo,Promo_3
G-347793 is your Google verification code.,OTP,OTP_12
Missed our shows? Come back to Netflix at 50% off for 3 months. Resubscribe: bit.ly/UybEDK,Promo,Promo_19
Congratulations!  You won Rs.67694 in lucky draw. Claim: bit.ly/fYBmqh,Spam,Hard_12
Delivered! Ur Swiggy order OD6278669450 was delivered on 05 Jul. Rate ur experience: bit.ly/PakFKC,Delivery,Delivery_2
Salary of Rs.77891 credited to A/c XX7400. Avl Bal: Rs.214220. -BOB,Bank,Bank_7
<#> 328040 is your Paytm code. Valid 15 min. hA8sk2Lqp3,OTP,OTP_13
  Your order OD6932226184 from Meesho is arriving tomorrow. Keep Rs.1022 ready for COD.,Delivery,Delivery_3
  Your credit card XX6809 statement is ready. Total due: Rs.85618. Min due: Rs.798. -Kotak,Bank,Bank_5
otp-based login was enabled for your a/c xx3819. call sbi if this wasn't you.,Bank,Hard_2
Dear customer ur Kotak account will be blocked! Update KYC now: bitly/lbQjGm,Spam,Hard_11
Out for delivery: Ur Swiggy package OD9509359310 will arrive today by 3 PM. -DTDC,Delivery,Delivery_1
Myntra:  Your cart misses you! Complete purchase now & get 10% off. bit.ly/zTEoOT,Promo,Promo_4
ITEMS IN YOUR ORDER HISTORY ARE BACK IN STOCK AT AMAZON. PRICES START RS.842.,Promo,Promo_23
219215 is your BigBasket security code. Anyone asking for it is a scammer.,OTP,OTP_9
Rs.23158 debited from A/c XX3292 on 27-02-26 to Sudiksha. Avl Bal: Rs.317688. -PNB,Bank,Bank_0
Ur credit card XX8207 statement is ready. Total due: Rs.92344. Min due: Rs.3842. -Kotak,Bank,Bank_5
"Hey, my new number is 1756206523. Save it! Meet at noon?",Personal,Hard_4
Your  PhonePe code: 468742,OTP,OTP_8
Your  Jio pack expires tomorrow. Recharge with Rs.425 for 1.5GB/day + unlimited calls.,Promo,Promo_10
Weekend special at Amazon! Min 60% off on everything Don't miss out: bitly/oitlHr,Promo,Promo_6
Your Flipkart membership expires soon. Renew now & save 70%: bit.ly/YodxfZ,Promo,Promo_9
RS.43486 DEBITED FROM A/C XX5541 ON 04-01-26 TO EKAPAD. AVL BAL: RS.214758. -KOTAK,Bank,Bank_0
Your OTP is 141596. Use it to verify your PNB account. Expires in 2 min.,OTP,OTP_1
SALARY OF RS.77978 CREDITED TO A/C XX1493. AVL BAL: RS.330669. -PNB,Bank,Bank_7
Use 127074 to complete your Netflix registration. Valid till 10 mins.,OTP,OTP_4
Your  order OD4463204076 from BigBasket is arriving tomorrow. Keep Rs.1673 ready for COD.,Delivery,Delivery_3
You  have 4184 reward points expiring on 06 Jul. Redeem on BigBasket.,Promo,Promo_20
Use code 2767 at checkout for 50% off at Zomato!,Promo,Hard_0
Meesho Big Billion Days! Up to 70% off + extra 10% with SBI cards. Hurry! STOP to opt out,Promo,Promo_1
Your credit card XX4894 statement is ready. Total due: Rs.59376. Min due: Rs.797. -Kotak,Bank,Bank_5
ALERT: Rs.84508 withdrawn from ATM using card XX4677 on 12-01-26. Bal: Rs.420715. -ICICI Bank T&C apply,Bank,Bank_3
Your Flipkart membership expires soon. Renew now & save 10%: bit.ly/aGUoTO,Promo,Promo_9
"Your SBI health insurance renewal is due 04 Jul Renew online, save 80% on premium",Promo,Promo_24
Swiggy: Your cart misses you! Complete purchase now & get 50% off. bit.ly/MaKitf -TM,Promo,Promo_4
Myntra: Your cart misses you! Complete purchase now & get 80% off. bit.ly/eWRyYl,Promo,Promo_4
ALERT: Rs.45938 withdrawn from ATM using card XX7209 on 26-01-26. Bal: Rs.439920. -Kotak,Bank,Bank_3
Dear customer ur SBI account will be blocked! Update KYC now: bit.ly/ZuZHjk,Spam,Hard_11
Your credit card XX9630 statement is ready. Total due: Rs.48505. Min due: Rs.2317. -Kotak,Bank,Bank_5
Convert your PNB card purchase of Rs.1292 into easy EMIs at 0% interest Reply YES,Promo,Promo_15
Low balance alert: A/c XX3677 balance is Rs.347225. Maintain min balance to avoid charges.,Bank,Bank_10
MEGA  SALE! Get 80% OFF on all products at Swiggy. Shop now: bit.ly/lvwGdk T&C apply.,Promo,Promo_0
965581 - use this code to sign in to Zomato Never share it with anyone,OTP,OTP_7
zomato big billion days! up to 10% off + extra 10% with kotak cards. hurry!,Promo,Promo_1
  Your SonyLIV plan renews on 05 Jul at Rs.761. Upgrade to 4K for Rs.847/month.,Promo,Promo_18
<#> 253735 is your Kotak code. Valid 2 min. hA8sk2Lqp3,OTP,OTP_13
  Auto-pay of Rs.31402 to Warjas is scheduled on 03-07-26 from A/c XX3859. Ensure sufficient balance.,Bank,Bank_13
Naksh from DTDC is arriving with your package. Contact: 08759873475 -TM,Delivery,Delivery_6
319150 - use this code to sign in to myntra. never share it with anyone.,OTP,OTP_7
USE 773225 TO COMPLETE YOUR MEESHO REGISTRATION. VALID TILL 10 MINS.,OTP,OTP_4
Your  Amazon membership expires soon. Renew now & save 20%: bit.ly/BcMZZk,Promo,Promo_9
Wahab from Ekart is arriving with your package. Contact: 05956609431,Delivery,Delivery_6
Work from home! Earn Rs.217734/month. Join: bit.ly/GyGewU,Spam,Hard_14
Swiggy:  Your cart misses you! Complete purchase now & get 70% off. bit.ly/VGPYKK,Promo,Promo_4
OTP for delivery of order OD2506467450 is 8327. Share only with the delivery agent. -BlueDart,Delivery,Delivery_9
765316 IS YOUR HDFC BANK SECURITY CODE. ANYONE ASKING FOR IT IS A SCAMMER.,OTP,OTP_9
Your OTP is 157159. Use it to verify your Myntra account. Expires in 10 min.,OTP,OTP_1
your one time password is 84575 for zomato. please do not share it.,OTP,OTP_5
Pre-approved! Get a SBI credit card with Rs.234167 limit. Zero joining fee. Apply: bit.ly/ZZPFrJ,Promo,Promo_14
Your BigBasket order OD5996324851 has been shipped via Ekart. Track: bit.ly/BAVJWZ,Delivery,Delivery_0
your a/c xx5959 is debited with rs.79953 on 05-02-26. info: upi-indira. bal: rs.283515,Bank,Bank_2
Myntra Big Billion Days! Up to 60% off + extra 10% with SBI cards. Hurry!,Promo,Promo_1
LAST DAY! SWIGGY CLEARANCE SALE ENDS TONIGHT. UP TO 60% OFF SITEWIDE.,Promo,Promo_8
Swiggy: Free delivery all weekend! Order your favourites now.,Promo,Promo_13
Lekha from XpressBees is arriving with your package. Contact: 8452101372,Delivery,Delivery_6
Use  704964 to complete your Hotstar registration. Valid till 15 mins.,OTP,OTP_4
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/zjNHcs,Spam,Hard_13
Data exhausted? Get 1.5GB extra with Rs.1747 booster pack. Dial *121# or visit app.,Promo,Promo_11
Delivered! Your Amazon order OD5028962816 was delivered on 02 Jul. Rate your experience: bit.ly/IbnlCV,Delivery,Delivery_2
  Use 222760 to complete your Netflix registration. Valid till 10 mins.,OTP,OTP_4
Zomato: Free delivery all weekend! Order your favourites now.,Promo,Promo_13
BEWARE OF FRAUD CALLS ASKING FOR CARD DETAILS. BOB OFFICIALS NEVER ASK FOR PIN OR CVV.,Bank,Bank_15
Your HDFC Bank code: 633127,OTP,OTP_8
OTP-based login was enabled for your A/c XX4052. Call BOB if this wasn't you.,Bank,Hard_2
"Hey, my new number is +916946048631. Save it! Meet at tonight?",Personal,Hard_4
  Cheque no. 379929945946 for Rs.65845 has been cleared from A/c XX8042. -PNB,Bank,Bank_8
"Hey, my new number is 4766067481. Save it! Meet at 8?",Personal,Hard_4
irctc: special trains added for festive season. book early & save up to 60%.,Promo,Promo_17
Tap to verify: 651060. This code expires shortly.,OTP,Hard_9
Recharge  with Rs.1366 & get 80% extra talktime. Offer valid today only!,Promo,Promo_5
Out for delivery: Your Meesho package OD3533969378 will arrive today by 9 PM -DTDC,Delivery,Delivery_1
Salary of Rs.3878 credited to A/c XX2435. Avl Bal: Rs.293847. -PNB -TM,Bank,Bank_7
Cheque no. 578789346985 for Rs.75340 has been cleared from A/c XX1830. -BOB,Bank,Bank_8
<#> 955618 is your Axis Bank code. Valid 5 min. hA8sk2Lqp3,OTP,OTP_13
  Your account statement for August is available. Download from the SBI app.,Bank,Bank_16
OTP for delivery of order OD7961718974 is 7968. Share only with the delivery agent. -Delhivery T&C apply,Delivery,Delivery_9
  Flight fares dropped! BOM-PNQ from Rs.1368. Book on MakeMyTrip before midnight.,Promo,Promo_16
  808630 is your Zomato security code. Anyone asking for it is a scammer.,OTP,OTP_9
Weekend special at Amazon! Min 40% off on everything. Don't miss out: bit.ly/KMKKgO,Promo,Promo_6
3729 is your otp for ola login. valid for 10 minutes. do not share with anyone.,OTP,OTP_0
  Your Meesho order OD7661740106 has been shipped via XpressBees. Track: bit.ly/UdwNYv,Delivery,Delivery_0
Flight fares dropped! BOM-LKO from Rs.1895 Book on Goibibo before midnight,Promo,Promo_16
Congratulations! U won Rs.439986 in lucky draw. Claim: bit.ly/sNelfB,Spam,Hard_12
Ur order OD8670592245 from Flipkart is arriving tomorrow. Keep Rs.1024 ready for COD.,Delivery,Delivery_3
G-565487 is ur Google verification code.,OTP,OTP_12
965399 is your Paytm security code. Anyone asking for it is a scammer.,OTP,OTP_9
349654 IS YOUR UBER SECURITY CODE. ANYONE ASKING FOR IT IS A SCAMMER.,OTP,OTP_9
Your Jio pack expires tomorrow. Recharge with Rs.282 for 1.5GB/day + unlimited calls.,Promo,Promo_10
Balhaar  from DTDC is arriving with your package. Contact: 7297358075,Delivery,Delivery_6
LAST DAY! SWIGGY CLEARANCE SALE ENDS TONIGHT. UP TO 20% OFF SITEWIDE.,Promo,Promo_8
recharge with rs.1922 & get 70% extra talktime. offer valid today only!,Promo,Promo_5
enter 681881 to verify your mobile number for hotstar.,OTP,OTP_10
"Never share ur OTP, PIN or CVV. PNB never asks for these. Stay safe.",Bank,Hard_3
Rs.1417 cashback credited to your Amazon Pay wallet. Use on your next order. STOP to opt out,Promo,Promo_21
  Convert your BOB card purchase of Rs.653 into easy EMIs at 0% interest. Reply YES.,Promo,Promo_15
Your  A/c XX4807 is debited with Rs.24727 on 20-03-26. Info: UPI-Naksh. Bal: Rs.313221,Bank,Bank_2
delivery attempt failed for order od3888378306. we will retry tomorrow. -ekart,Delivery,Delivery_5
Neel from Ekart is arriving with your package. Contact: 08444246319,Delivery,Delivery_6
Out for delivery: Your BigBasket package OD8866128773 will arrive today by 3 PM. -DTDC,Delivery,Delivery_1
KYC update pending for A/c XX9258. Please visit ur nearest ICICI Bank branch by 22-04-26 to avoid restrictions.,Bank,Bank_12
EMI  of Rs.43276 due on 22-02-26 for loan A/c XX5912. Pay now to avoid charges. -BOB,Bank,Bank_4
"Class shifted to room 8735, come fast",Personal,Hard_6
<#> 675215 is ur Axis Bank code. Valid 5 min. hA8sk2Lqp3,OTP,OTP_13
Your return pickup for order OD6221379338 is scheduled on 05 Jul Keep the item ready -Meesho,Delivery,Delivery_7
Hungry? Get 60% off up to Rs.1720 on your next 3 orders Code: EAT70 -Zomato,Promo,Promo_12
719336 - use this code to sign in to Uber. Never share it with anyone.,OTP,OTP_7
"Hey, my new number is 02553591878. Save it! Meet at 6pm?",Personal,Hard_4
Missed our shows? Come back to Hotstar at 50% off for 3 months. Resubscribe: bit.ly/LOwcah,Promo,Promo_19
933092 - use this to sign in. never share this code with anyone.,OTP,Hard_7
Rs.43107 credited to A/c XX1035 on 01-04-26. Avl Bal: Rs.499814. -PNB,Bank,Bank_1
XpressBees: Shipment OD4285332880 reached your city hub. Expected delivery: 04 Jul.,Delivery,Delivery_4
Weekend special at Amazon! Min 10% off on everything. Don't miss out: bit.ly/XlSmif,Promo,Promo_6
Data  exhausted? Get 1.5GB extra with Rs.169 booster pack. Dial *121# or visit app.,Promo,Promo_11
"Hi  Imaran, unlock Rs.1430 off your first order at Flipkart with code NEW88.",Promo,Promo_7
<#> 613141 is your BigBasket code Valid 5 min hA8sk2Lqp3,OTP,OTP_13
Ur BigBasket code: 230865,OTP,OTP_8
17817  - use this code to sign in to Swiggy. Never share it with anyone.,OTP,OTP_7
Congratulations! You won Rs.165933 in lucky draw. Claim: bit.ly/DXwDQZ,Spam,Hard_12
  IRCTC: Special trains added for festive season. Book early & save up to 60%.,Promo,Promo_17
Your one time password is 643848 for PNB. Please do not share it.,OTP,OTP_5
Flipkart Big Billion Days! Up to 20% off + extra 10% with BOB cards. Hurry!,Promo,Promo_1
Use 966272 to complete ur Axis Bank registration. Valid till 2 mins.,OTP,OTP_4
Weekend special at Amazon! Min 30% off on everything. Don't miss out: bit.ly/uRuZnB,Promo,Promo_6
Your order OD2767503366 from Swiggy is arriving tomorrow. Keep Rs.3896 ready for COD.,Delivery,Delivery_3
ALERT:  Rs.80644 withdrawn from ATM using card XX3841 on 18-04-26. Bal: Rs.285071. -ICICI Bank,Bank,Bank_3
MEGA SALE! Get 50% OFF on all products at Zomato Shop now: bitly/sHDwSO T&C apply,Promo,Promo_0
Delivery attempt failed for order OD7559879672 We will retry tomorrow -DTDC,Delivery,Delivery_5
fitan from dtdc is arriving with your package. contact: 2578161715,Delivery,Delivery_6
Your Amazon order OD4507702342 has been shipped via Delhivery. Track: bit.ly/bnIWVd,Delivery,Delivery_0
Your Flipkart membership expires soon. Renew now & save 70%: bit.ly/UZjuUK,Promo,Promo_9
