text,label,template_id
  Your Amazon code: 992304,OTP,OTP_8
Rs.7320 credited to A/c XX2190 on 11-03-26. Avl Bal: Rs.174522. -PNB,Bank,Bank_1
692381 - use this to sign in. Never share this code with anyone.,OTP,Hard_7
EMI of INR 82680 due on 25-05-26 for loan A/c XX1998. Pay now to avoid charges. -ICICI Bank,Bank,Bank_4
"Never share your OTP, PIN or CVV. Kotak never asks for these. Stay safe.",Bank,Hard_3
RAKSHA FROM BLUEDART IS ARRIVING WITH YOUR PACKAGE. CONTACT: +915170444554,Delivery,Delivery_6
Low balance alert: A/c XX8246 balance is Rs.77667. Maintain min balance to avoid charges.,Bank,Bank_10
YOUR RETURN PICKUP FOR ORDER OD6441220780 IS SCHEDULED ON 03 JUL. KEEP THE ITEM READY. -ZOMATO,Delivery,Delivery_7
577395 - use this to sign in Never share this code with anyone,OTP,Hard_7
  UPI payment of Rs.63186 to Krishna successful. UPI Ref: 885430063162. -BOB,Bank,Bank_6
G-239301 is ur Google verification code.,OTP,OTP_12
your swiggy code: 853667,OTP,OTP_8
dear customer ur kotak account will be blocked! update kyc now: bit.ly/eyeewh,Spam,Hard_11
109733 is ur verification code for GPay. Never share ur OTP.,OTP,OTP_3
OTP-based login was enabled for your A/c XX5188. Call Kotak if this wasn't you.,Bank,Hard_2
  MEGA SALE! Get 70% OFF on all products at Zomato. Shop now: bit.ly/jAYmJo T&C apply.,Promo,Promo_0
34149 is your verification code for IRCTC. Never share your OTP.,OTP,OTP_3
419026 - use this to sign in. Never share this code with anyone.,OTP,Hard_7
your one time password is 762697 for swiggy. please do not share it.,OTP,OTP_5
MEGA SALE! Get 20% OFF on all products at Meesho. Shop now: bit.ly/lFVeDU T&C apply. STOP to opt out,Promo,Promo_0
OTP-based login was enabled for your A/c XX4333. Call Kotak if this wasn't you.,Bank,Hard_2
"Hey, my new number is 09351416767. Save it! Meet at 6pm?",Personal,Hard_4
Tap to verify: 859256 This code expires shortly,OTP,Hard_9
Ur Meesho membership expires soon. Renew now & save 70%: bit.ly/jKOBsM,Promo,Promo_9
Cheque no. 892005252385 for Rs.15907 has been cleared from A/c XX7909. -Axis Bank,Bank,Bank_8
OTP-based login was enabled for your A/c XX7354. Call PNB if this wasn't you.,Bank,Hard_2
Pay Rs.1895 on delivery for order OD795172186. -DTDC,Delivery,Hard_10
785708 is your verification code for Flipkart. Never share your OTP.,OTP,OTP_3
Rs.99951 debited from A/c XX6362 on 14-04-26 to Ekansh. Avl Bal: Rs.159135. -PNB,Bank,Bank_0
OTP for delivery of order OD9702372182 is 6458. Share only with the delivery agent. -XpressBees,Delivery,Delivery_9
  971791 is your OTP for Amazon login. Valid for 10 minutes. Do not share with anyone.,OTP,OTP_0
Coupon 2685 gives you free delivery on orders above Rs.4403. -Flipkart,Promo,Hard_1
Axis Bank: 785396 is your login OTP. It expires in 10 minutes. STOP to opt out,OTP,OTP_6
Use 819058 to complete your Ola registration. Valid till 2 mins.,OTP,OTP_4
Your PhonePe code: 337202,OTP,OTP_8
  Flat Rs.721 cashback on your next order at BigBasket. Use code SAVE81. Valid till 01 Jul.,Promo,Promo_2
Interest  of Rs.36633 credited to your FD A/c XX7006. -BOB,Bank,Bank_9
EMI of INR 67504 due on 23-06-26 for loan A/c XX3293. Pay now to avoid charges. -HDFC Bank,Bank,Bank_4
  Zomato: Your cart misses you! Complete purchase now & get 30% off. bit.ly/nxKSrH,Promo,Promo_4
Weekend special at Flipkart! Min 70% off on everything Don't miss out: bitly/PQxizh,Promo,Promo_6
615033 is your verification code for BigBasket. Never share your OTP.,OTP,OTP_3
UPI payment of Rs.18324 to Sanaya successful. UPI Ref: 754453424289. -Axis Bank -TM,Bank,Bank_6
  Kotak: 837850 is your login OTP. It expires in 15 minutes.,OTP,OTP_6
674172 IS YOUR OTP FOR BOB LOGIN. VALID FOR 5 MINUTES. DO NOT SHARE WITH ANYONE.,OTP,OTP_0
Your Netflix code: 696697,OTP,OTP_8
Your A/c XX6543 is debited with INR 44325 on 17-06-26. Info: UPI-Anjali. Bal: INR 50579,Bank,Bank_2
Interest of Rs.10496 credited to your FD A/c XX7883. -ICICI Bank,Bank,Bank_9
Your Myntra membership expires soon. Renew now & save 30%: bit.ly/uhNdwh,Promo,Promo_9
Tap to verify: 273307. This code expires shortly.,OTP,Hard_9
MEGA SALE! Get 30% OFF on all products at Myntra Shop now: bitly/BiMgBg T&C apply,Promo,Promo_0
Your return pickup for order OD2905189210 is scheduled on 04 Jul Keep the item ready -Flipkart,Delivery,Delivery_7
Recharge with Rs.744 & get 10% extra talktime. Offer valid today only!,Promo,Promo_5
Your Uber code: 2978,OTP,Hard_8
Delivery attempt failed for order OD6703544554. We will retry tomorrow. -Ekart,Delivery,Delivery_5
Use 917399 to complete your BigBasket registration. Valid till 10 mins.,OTP,OTP_4
Low balance alert: A/c XX5378 balance is Rs.9378. Maintain min balance to avoid charges.,Bank,Bank_10
EMI of Rs.6505 due on 15-05-26 for loan A/c XX4847. Pay now to avoid charges. -Axis Bank,Bank,Bank_4
Exclusive for you! Buy 1 Get 1 FREE at Zomato. Limited period offer. Visit bit.ly/zZgaiC,Promo,Promo_3
MEGA SALE! Get 40% OFF on all products at Myntra. Shop now: bit.ly/rYydvO T&C apply. -TM,Promo,Promo_0
<#> 868178 is your Flipkart code. Valid 30 min. hA8sk2Lqp3 -TM,OTP,OTP_13
Your OTP is 250974. Use it to verify your HDFC Bank account. Expires in 2 min.,OTP,OTP_1
Confirmation code 661706 for SBI. Keep it private.,OTP,OTP_11
Flipkart Big Billion Days! Up to 50% off + extra 10% with ICICI Bank cards. Hurry!,Promo,Promo_1
OTP: 503246 for txn of Rs.1488 at Netflix. Do not share. -SBI,OTP,OTP_2
WEEKEND SPECIAL AT BIGBASKET! MIN 10% OFF ON EVERYTHING. DON'T MISS OUT: BIT.LY/XJXUMM,Promo,Promo_6
"Hi Atharv, unlock Rs.951 off your first order at Amazon with code NEW10.",Promo,Promo_7
Use 864571 to complete your PhonePe registration. Valid till 5 mins.,OTP,OTP_4
Cheque no. 555992463238 for Rs.66323 has been cleared from A/c XX5143. -SBI,Bank,Bank_8
Your BigBasket code: 494672,OTP,OTP_8
Flipkart Big Billion Days! Up to 30% off + extra 10% with ICICI Bank cards. Hurry!,Promo,Promo_1
Your order OD6001334740 from Flipkart is arriving tomorrow. Keep INR 3925 ready for COD.,Delivery,Delivery_3
Delhivery: Shipment OD5487415788 reached your city hub. Expected delivery: 04 Jul.,Delivery,Delivery_4
OTP for delivery of order OD5133307158 is 8589. Share only with the delivery agent. -XpressBees,Delivery,Delivery_9
"NEVER SHARE YOUR OTP, PIN OR CVV. SBI NEVER ASKS FOR THESE. STAY SAFE.",Bank,Hard_3
Axis Bank: 338062 is your login OTP. It expires in 30 minutes.,OTP,OTP_6
"  Bro send me Rs.4797 on gpay, will return by 03 Jul",Personal,Hard_5
Your Uber code: 4259,OTP,Hard_8
Your order OD6851389087 from Meesho is arriving tomorrow. Keep Rs.3823 ready for COD.,Delivery,Delivery_3
  UPI payment of Rs.30415 to Samarth successful. UPI Ref: 973763773603. -PNB,Bank,Bank_6
RS.50367 CREDITED TO A/C XX6815 ON 18-05-26. AVL BAL: RS.120185. -SBI,Bank,Bank_1
Your  one time password is 402585 for Hotstar. Please do not share it.,OTP,OTP_5
Amazon: 696839 is ur login OTP. It expires in 10 minutes.,OTP,OTP_6
SALARY OF RS.6164 CREDITED TO A/C XX7054. AVL BAL: RS.87704. -AXIS BANK,Bank,Bank_7
Cheque no. 611395607482 for Rs.4861 has been cleared from A/c XX2355. -HDFC Bank,Bank,Bank_8
  Work from home! Earn Rs.1701060/month. Join: bit.ly/rQhvIK,Spam,Hard_14
Delivery attempt failed for order OD7382624885. We will retry tomorrow. -BlueDart,Delivery,Delivery_5
Your SIM will be deactivated in 24hrs Verify Aadhaar: bitly/dPzequ,Spam,Hard_13
<#> 96193 IS YOUR KOTAK CODE. VALID 10 MIN. HA8SK2LQP3,OTP,OTP_13
Ur SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/ydykjz,Spam,Hard_13
emi of rs.79480 due on 29-03-26 for loan a/c xx8305. pay now to avoid charges. -sbi,Bank,Bank_4
Interest of Rs.23018 credited to your FD A/c XX4659. -Axis Bank,Bank,Bank_9
Ur return pickup for order OD3041078212 is scheduled on 04 Jul. Keep the item ready. -Myntra,Delivery,Delivery_7
Order OD7004669191 packed and ready! Expected dispatch by 05 Jul. -Myntra,Delivery,Delivery_8
Work from home! Earn Rs.537101/month Join: bitly/EHFwWh,Spam,Hard_14
830419 - use this to sign in. Never share this code with anyone.,OTP,Hard_7
"Hey, my new number is +918761734179 Save it! Meet at 6pm?",Personal,Hard_4
MEGA SALE! Get 20% OFF on all products at Zomato. Shop now: bit.ly/OlDUGg T&C apply.,Promo,Promo_0
Enter  417931 to verify your mobile number for Axis Bank.,OTP,OTP_10
Your A/c XX3824 is debited with Rs.24504 on 26-04-26. Info: UPI-Anvi. Bal: Rs.193587,Bank,Bank_2
rs.72497 credited to a/c xx2762 on 20-02-26. avl bal: rs.241995. -pnb,Bank,Bank_1
Recharge with INR 1331 & get 20% extra talktime. Offer valid today only!,Promo,Promo_5
your credit card xx3936 statement is ready. total due: rs.18528. min due: rs.723. -sbi,Bank,Bank_5
Enter 513015 to verify your mobile number for Flipkart. -TM,OTP,OTP_10
Salary of Rs.50818 credited to A/c XX3834. Avl Bal: Rs.409555. -Kotak T&C apply,Bank,Bank_7
  OTP for delivery of order OD8235408909 is 5705. Share only with the delivery agent. -BlueDart,Delivery,Delivery_9
Salary of Rs.57386 credited to A/c XX9135. Avl Bal: Rs.485609. -PNB,Bank,Bank_7
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/oibZKN,Spam,Hard_13
your order od8894888994 from swiggy is arriving tomorrow. keep rs.1438 ready for cod.,Delivery,Delivery_3
Weekend  special at Amazon! Min 80% off on everything. Don't miss out: bit.ly/eDNvIC,Promo,Promo_6
  Your return pickup for order OD9213468970 is scheduled on 04 Jul. Keep the item ready. -Amazon,Delivery,Delivery_7
  UPI payment of Rs.13441 to Mohini successful. UPI Ref: 587251460991. -BOB,Bank,Bank_6
Recharge with Rs.471 & get 80% extra talktime. Offer valid today only!,Promo,Promo_5
<#> 328989 is your Hotstar code. Valid 2 min. hA8sk2Lqp3,OTP,OTP_13
Your Uber code: 6214,OTP,Hard_8
  Your Uber code: 7739,OTP,Hard_8
Flat Rs.1767 cashback on your next order at Swiggy. Use code SAVE71. Valid till 04 Jul.,Promo,Promo_2
Flat Rs.229 cashback on your next order at Flipkart. Use code SAVE13. Valid till 04 Jul.,Promo,Promo_2
  OTP for delivery of order OD3083513786 is 2001. Share only with the delivery agent. -BlueDart,Delivery,Delivery_9
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/nMaXLv,Spam,Hard_13
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/jcuKZp,Spam,Hard_13
<#> 740194 IS YOUR KOTAK CODE. VALID 30 MIN. HA8SK2LQP3,OTP,OTP_13
Confirmation code 67670 for SBI Keep it private,OTP,OTP_11
Your order OD1525232420 from Meesho is arriving tomorrow. Keep Rs.3407 ready for COD. T&C apply,Delivery,Delivery_3
Your return pickup for order OD7396610439 is scheduled on 01 Jul. Keep the item ready. -Flipkart STOP to opt out,Delivery,Delivery_7
Your OTP is 663182. Use it to verify your PNB account. Expires in 30 min.,OTP,OTP_1
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/rWNedn,Spam,Hard_13
Exclusive for you! Buy 1 Get 1 FREE at Myntra. Limited period offer. Visit bit.ly/QUJdXL STOP to opt out,Promo,Promo_3
296175 is your Swiggy security code. Anyone asking for it is a scammer.,OTP,OTP_9
Out for delivery: Your Flipkart package OD7297604188 will arrive today by 6 PM. -XpressBees STOP to opt out,Delivery,Delivery_1
alert: rs.26190 withdrawn from atm using card xx9358 on 06-06-26. bal: rs.370111. -axis bank,Bank,Bank_3
OTP: 540182 for txn of Rs.5372 at PhonePe. Do not share. -Kotak,OTP,OTP_2
Use  507484 to complete your Paytm registration. Valid till 30 mins.,OTP,OTP_4
Order OD7807673102 packed and ready! Expected dispatch by 04 Jul. -Flipkart STOP to opt out,Delivery,Delivery_8
Weekend special at Myntra! Min 30% off on everything. Don't miss out: bit.ly/xKlRcH,Promo,Promo_6
salary of rs.79270 credited to a/c xx6500. avl bal: rs.198024. -icici bank,Bank,Bank_7
Last day! BigBasket clearance sale ends tonight Up to 70% off sitewide,Promo,Promo_8
Flat INR 1538 cashback on your next order at Swiggy. Use code SAVE84. Valid till 01 Jul.,Promo,Promo_2
UPI payment of Rs.21900 to Jairaj successful. UPI Ref: 216290821896. -HDFC Bank,Bank,Bank_6
Swiggy: Your cart misses you! Complete purchase now & get 70% off. bit.ly/LRyMUc,Promo,Promo_4
Your Zomato order OD1404814278 has been shipped via Delhivery Track: bitly/gaIfHT,Delivery,Delivery_0
bigbasket big billion days! up to 60% off + extra 10% with bob cards. hurry!,Promo,Promo_1
Work from home! Earn Rs.169507/month. Join: bit.ly/SJHwmw -TM,Spam,Hard_14
Salary  of Rs.1308 credited to A/c XX9102. Avl Bal: Rs.402691. -HDFC Bank,Bank,Bank_7
Your one time password is 833412 for Kotak. Please do not share it.,OTP,OTP_5
667170  - use this to sign in. Never share this code with anyone.,OTP,Hard_7
Ur SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/RZfCfS,Spam,Hard_13
404459 is your verification code for BigBasket. Never share your OTP.,OTP,OTP_3
coupon 3316 gives you free delivery on orders above rs.2567. -bigbasket,Promo,Hard_1
Your return pickup for order OD7261734049 is scheduled on 04 Jul. Keep the item ready. -Myntra,Delivery,Delivery_7
Use 954764 to complete your SBI registration. Valid till 15 mins.,OTP,OTP_4
Out for delivery: Your Flipkart package OD6525260219 will arrive today by 6 PM. -XpressBees,Delivery,Delivery_1
503260 is your OTP for Uber login. Valid for 10 minutes. Do not share with anyone.,OTP,OTP_0
Your  OTP is 279187. Use it to verify your Myntra account. Expires in 10 min.,OTP,OTP_1
Congratulations! You won Rs.1024486 in lucky draw. Claim: bit.ly/WITNNw,Spam,Hard_12
Rs.67231 debited from A/c XX6094 on 22-01-26 to Arunima. Avl Bal: Rs.440425. -Kotak,Bank,Bank_0
740451 is your OTP for Flipkart login. Valid for 10 minutes. Do not share with anyone.,OTP,OTP_0
Rs.81032 credited to A/c XX3037 on 13-01-26. Avl Bal: Rs.328870. -ICICI Bank,Bank,Bank_1
XpressBees: Shipment OD8593323105 reached your city hub. Expected delivery: 05 Jul.,Delivery,Delivery_4
Out for delivery: Your Myntra package OD3336495699 will arrive today by 3 PM. -XpressBees,Delivery,Delivery_1
Out for delivery: Your Zomato package OD9855080450 will arrive today by 9 PM. -Delhivery,Delivery,Delivery_1
ORDER OD6086570935 PACKED AND READY! EXPECTED DISPATCH BY 01 JUL. -AMAZON,Delivery,Delivery_8
EMI of Rs.32258 due on 29-06-26 for loan A/c XX4355. Pay now to avoid charges. -Axis Bank,Bank,Bank_4
Your Myntra membership expires soon. Renew now & save 30%: bit.ly/gQcFcD T&C apply,Promo,Promo_9
rs.3212 credited to a/c xx6119 on 27-01-26. avl bal: rs.86405. -hdfc bank,Bank,Bank_1
UPI payment of Rs.21093 to Brinda successful. UPI Ref: 116591265833. -BOB,Bank,Bank_6
Salary of Rs.11367 credited to A/c XX1059. Avl Bal: Rs.8882. -PNB,Bank,Bank_7
WEEKEND SPECIAL AT AMAZON! MIN 20% OFF ON EVERYTHING. DON'T MISS OUT: BIT.LY/PXLRNG,Promo,Promo_6
Rs.99519 credited to A/c XX4990 on 26-04-26. Avl Bal: Rs.300265. -ICICI Bank,Bank,Bank_1
your return pickup for order od9179753317 is scheduled on 04 jul. keep the item ready. -zomato,Delivery,Delivery_7
Order OD2871245724 packed and ready! Expected dispatch by 05 Jul. -Amazon,Delivery,Delivery_8
Myntra Big Billion Days! Up to 60% off + extra 10% with BOB cards Hurry!,Promo,Promo_1
Your BigBasket code: 98590,OTP,OTP_8
<#> 133063 IS YOUR FLIPKART CODE. VALID 10 MIN. HA8SK2LQP3,OTP,OTP_13
Your order OD2341837768 from Myntra is arriving tomorrow. Keep Rs.3807 ready for COD.,Delivery,Delivery_3
Salary of INR 36231 credited to A/c XX4799. Avl Bal: INR 385132. -Kotak,Bank,Bank_7
OTP for delivery of order OD9492270185 is 7682 Share only with the delivery agent -XpressBees,Delivery,Delivery_9
EMI of Rs.35173 due on 20-04-26 for loan A/c XX1477. Pay now to avoid charges. -PNB,Bank,Bank_4
Swiggy: Your cart misses you! Complete purchase now & get 60% off. bit.ly/DjwCGo STOP to opt out,Promo,Promo_4
"Hi Banjeet, unlock Rs.1090 off your first order at Zomato with code NEW19.",Promo,Promo_7
<#> 732372 is your Netflix code. Valid 5 min. hA8sk2Lqp3,OTP,OTP_13
Low  balance alert: A/c XX7768 balance is Rs.498699. Maintain min balance to avoid charges.,Bank,Bank_10
"Bro send me Rs.1701 on gpay, will return by 05 Jul",Personal,Hard_5
Rs.85728  credited to A/c XX8557 on 27-05-26. Avl Bal: Rs.380292. -ICICI Bank,Bank,Bank_1
G-208619 is ur Google verification code.,OTP,OTP_12
coupon 4704 gives you free delivery on orders above rs.4536. -meesho,Promo,Hard_1
860589  - use this code to sign in to Axis Bank. Never share it with anyone.,OTP,OTP_7
Order OD5904679600 packed and ready! Expected dispatch by 02 Jul. -Flipkart,Delivery,Delivery_8
Congratulations! You won Rs.173533 in lucky draw. Claim: bit.ly/krAfxU,Spam,Hard_12
Work from home! Earn Rs.2336790/month Join: bitly/arcNww,Spam,Hard_14
Flat Rs.1764 cashback on your next order at Zomato. Use code SAVE38. Valid till 03 Jul.,Promo,Promo_2
Out for delivery: Ur BigBasket package OD2513151051 will arrive today by 12 PM. -XpressBees,Delivery,Delivery_1
Cheque no. 304792265284 for Rs.18990 has been cleared from A/c XX3250. -ICICI Bank,Bank,Bank_8
YOUR ZOMATO ORDER OD5808515866 HAS BEEN SHIPPED VIA DTDC. TRACK: BIT.LY/OPQJBI,Delivery,Delivery_0
"  Class shifted to room 3882, come fast",Personal,Hard_6
<#> 359318 is your PhonePe code. Valid 30 min. hA8sk2Lqp3,OTP,OTP_13
alert: rs.10929 withdrawn from atm using card xx2659 on 19-06-26. bal: rs.324587. -pnb,Bank,Bank_3
weekend special at myntra! min 10% off on everything. don't miss out: bit.ly/gkjqcp,Promo,Promo_6
your order od9640723053 from meesho is arriving tomorrow. keep rs.4709 ready for cod.,Delivery,Delivery_3
Ur SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/eEeVfF,Spam,Hard_13
OTP-based login was enabled for ur A/c XX4892. Call Axis Bank if this wasn't you.,Bank,Hard_2
Interest of Rs.40949 credited to your FD A/c XX8472. -Axis Bank,Bank,Bank_9
Salary of Rs.11199 credited to A/c XX1969. Avl Bal: Rs.485050. -Kotak,Bank,Bank_7
Cheque no. 325979033945 for Rs.58631 has been cleared from A/c XX7321. -BOB,Bank,Bank_8
  Enter 789341 to verify your mobile number for PNB.,OTP,OTP_10
OTP for delivery of order OD5821995935 is 8657. Share only with the delivery agent. -BlueDart,Delivery,Delivery_9
Enter 85940 to verify your mobile number for Zomato.,OTP,OTP_10
Your order OD9500365051 from BigBasket is arriving tomorrow. Keep Rs.1169 ready for COD.,Delivery,Delivery_3
use code 2019 at checkout for 25% off at myntra!,Promo,Hard_0
DEAR CUSTOMER UR HDFC BANK ACCOUNT WILL BE BLOCKED! UPDATE KYC NOW: BIT.LY/WAGMNV,Spam,Hard_11
Your return pickup for order OD3237362561 is scheduled on 02 Jul. Keep the item ready. -Swiggy,Delivery,Delivery_7
alert: rs.39751 withdrawn from atm using card xx8201 on 04-01-26. bal: rs.390236. -pnb,Bank,Bank_3
"Hi Vivaan, unlock Rs.1114 off your first order at BigBasket with code NEW72.",Promo,Promo_7
Low  balance alert: A/c XX8648 balance is Rs.469242. Maintain min balance to avoid charges.,Bank,Bank_10
Rs.73616  credited to A/c XX4589 on 12-04-26. Avl Bal: Rs.201947. -BOB,Bank,Bank_1
  Delhivery: Shipment OD7509012837 reached your city hub. Expected delivery: 03 Jul.,Delivery,Delivery_4
Delivered!  Your Flipkart order OD5851282952 was delivered on 04 Jul. Rate your experience: bit.ly/DhBhlk,Delivery,Delivery_2
"Class shifted to room 8689, come fast",Personal,Hard_6
EMI of INR 33741 due on 26-02-26 for loan A/c XX8222. Pay now to avoid charges. -HDFC Bank,Bank,Bank_4
Myntra: Ur cart misses you! Complete purchase now & get 80% off. bit.ly/Wevspd,Promo,Promo_4
  OTP: 77164 for txn of Rs.16301 at Myntra. Do not share. -Kotak,OTP,OTP_2
Use 259190 to complete your GPay registration. Valid till 15 mins. -TM,OTP,OTP_4
Low balance alert: A/c XX7008 balance is Rs.33699 Maintain min balance to avoid charges,Bank,Bank_10
Yasti from BlueDart is arriving with your package. Contact: +919837051296,Delivery,Delivery_6
UPI PAYMENT OF RS.1847 TO AYUSHMAN SUCCESSFUL. UPI REF: 448713024999. -KOTAK,Bank,Bank_6
